,get angry easily (1983),get angry easily (1988),get angry easily (1992),get angry easily (2000),jealousy (1983),jealousy (1988),jealousy (1992),jealousy (2000),not home enough (1983),not home enough (1988),not home enough (1992),not home enough (2000),not talking (1983),not talking (1988),not talking (1992),not talking (2000),sex with others (1983),sex with others (1988),sex with others (1992),sex with others (2000),marital instability (1983),marital instability (1988),marital instability (1992),marital instability (2000),income_combined_2000,income_combined_1992,income_combined_1988,income_combined_1983
1,3.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.6000000238418579,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
6,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.4799999892711639,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.3000000119209289,"\$25,000 - \$29,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
20,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0399999618530271,0.3000000119209289,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
22,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999","Under \$20,000"
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,0.0,0.0,"\$40,000 - \$49,999","Under \$20,000","Under \$20,000","\$20,000 - \$29,999"
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
30,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.6000000238418579,0.699999988079071,1.2300000190734863,0.8500000238418579,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.4799999892711639,0.4799999892711639,0.3000000119209289,"\$40,000 - \$49,999","\$25,000 - \$29,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
35,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.8500000238418579,1.1100000143051147,0.7799999713897705,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
47,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.4799999892711639,0.0,"\$25,000 - \$29,999","Under \$20,000","Under \$20,000","Under \$20,000"
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$40,000 - \$49,999","\$50,000 - \$59,999"
50,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$50,000 - \$59,999","\$50,000 - \$59,999"
56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.2000000476837158,1.2000000476837158,0.4799999892711639,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$25,000 - \$29,999","Under \$20,000"
57,2.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$40,000 - \$49,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
61,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","Under \$20,000","Under \$20,000"
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.699999988079071,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
64,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.949999988079071,0.6000000238418579,0.0,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$20,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000","Under \$20,000"
71,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.3000000119209289,0.0,0.0,"Under \$20,000","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
76,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.949999988079071,0.0,0.3000000119209289,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","Under \$20,000"
80,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,0.0,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$25,000 - \$29,999","Under \$20,000"
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.4799999892711639,0.0,0.3000000119209289,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
88,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.3000000119209289,0.4799999892711639,1.1799999475479126,"\$25,000 - \$29,999","\$30,000 - \$39,999","Under \$20,000","Under \$20,000"
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$25,000 - \$29,999","Under \$20,000"
92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0800000429153442,1.0,0.8500000238418579,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
96,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
101,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,0.0,"\$25,000 - \$29,999","\$40,000 - \$49,999","Under \$20,000","\$25,000 - \$29,999"
105,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.699999988079071,0.3000000119209289,0.6000000238418579,1.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000"
111,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$50,000 - \$59,999","\$50,000 - \$59,999"
114,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949999988079071,0.0,0.0,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999","Under \$20,000"
117,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","Under \$20,000"
121,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.6000000238418579,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.4799999892711639,0.8500000238418579,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
128,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.4799999892711639,0.4799999892711639,0.0,"\$40,000 - \$49,999","\$25,000 - \$29,999","\$25,000 - \$29,999","\$30,000 - \$39,999"
132,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.699999988079071,0.0,0.0,0.0,"\$100,000 or More","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
133,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0399999618530271,1.2799999713897705,0.3000000119209289,0.8999999761581421,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$60,000 - \$69,999","Under \$20,000"
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.6000000238418579,0.7799999713897705,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","Under \$20,000","\$60,000 - \$69,999"
140,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.149999976158142,0.0,0.6000000238418579,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
141,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.4799999892711639,0.0,0.0,1.1100000143051147,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999","Under \$20,000"
143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,0.7799999713897705,0.4799999892711639,"\$100,000 or More","\$50,000 - \$59,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
144,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,1.1100000143051147,0.0,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.4799999892711639,0.0,"\$60,000 - \$69,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.8500000238418579,0.3000000119209289,"Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.8999999761581421,0.4799999892711639,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$40,000 - \$49,999"
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$20,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
166,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.949999988079071,0.4799999892711639,0.8500000238418579,0.699999988079071,"Under \$20,000","\$80,000 - \$89,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
169,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.6000000238418579,0.4799999892711639,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
170,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.4799999892711639,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$60,000 - \$69,999"
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
181,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,0.6000000238418579,0.699999988079071,"\$25,000 - \$29,999","\$25,000 - \$29,999","\$25,000 - \$29,999","Under \$20,000"
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.3000000119209289,0.6000000238418579,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$50,000 - \$59,999","\$25,000 - \$29,999"
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$90,000 - \$99,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
190,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.699999988079071,0.0,0.3000000119209289,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
193,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
194,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
197,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","Under \$20,000","\$60,000 - \$69,999","\$60,000 - \$69,999"
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","Under \$20,000","\$60,000 - \$69,999","\$60,000 - \$69,999"
208,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.3000000119209289,1.1799999475479126,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
209,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1799999475479126,1.1799999475479126,1.149999976158142,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
216,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$20,000 - \$29,999","\$30,000 - \$39,999","\$25,000 - \$29,999","Under \$20,000"
219,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,1.1799999475479126,0.0,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.8500000238418579,0.0,0.8500000238418579,"\$70,000 - \$79,999","\$40,000 - \$49,999","Under \$20,000","\$30,000 - \$39,999"
221,1.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.6000000238418579,1.0800000429153442,0.6000000238418579,0.4799999892711639,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
223,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.4799999892711639,0.3000000119209289,0.3000000119209289,"\$25,000 - \$29,999","\$25,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000"
226,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.699999988079071,1.149999976158142,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
