,get angry easily (1983),get angry easily (1988),get angry easily (1992),get angry easily (2000),jealousy (1983),jealousy (1988),jealousy (1992),jealousy (2000),not home enough (1983),not home enough (1988),not home enough (1992),not home enough (2000),not talking (1983),not talking (1988),not talking (1992),not talking (2000),sex with others (1983),sex with others (1988),sex with others (1992),sex with others (2000),marital instability (1983),marital instability (1988),marital instability (1992),marital instability (2000),income_combined_2000,income_combined_1992,income_combined_1988,income_combined_1983
1047,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.4799999892711639,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1050,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.1100000143051147,1.0800000429153442,1.2000000476837158,1.0399999618530271,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$60,000 - \$69,999","Under \$20,000"
1051,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.3000000119209289,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$20,000 - \$29,999","Under \$20,000"
1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1064,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949999988079071,0.6000000238418579,0.8500000238418579,0.0,"Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.4799999892711639,0.3000000119209289,0.8999999761581421,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1066,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$25,000 - \$29,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1071,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,0.949999988079071,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$50,000 - \$59,999"
1082,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,0.0,"\$70,000 - \$79,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1084,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.8500000238418579,0.3000000119209289,0.3000000119209289,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$50,000 - \$59,999"
1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,0.3000000119209289,"\$25,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
1092,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1093,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.699999988079071,0.7799999713897705,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$60,000 - \$69,999","Under \$20,000"
1095,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4799999892711639,0.4799999892711639,"\$90,000 - \$99,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$60,000 - \$69,999"
1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.3000000119209289,0.949999988079071,0.0,"\$40,000 - \$49,999","\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1102,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.699999988079071,0.7799999713897705,"\$100,000 or More","\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1103,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.6000000238418579,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$80,000 - \$89,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,"\$80,000 - \$89,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1126,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$20,000 - \$29,999"
1128,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1131,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.8999999761581421,0.7799999713897705,0.699999988079071,0.699999988079071,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
1132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"\$70,000 - \$79,999","\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1158,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999","\$60,000 - \$69,999"
1161,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","Under \$20,000"
1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.3000000119209289,"Under \$20,000","Under \$20,000","Under \$20,000","Under \$20,000"
1180,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.6000000238418579,0.699999988079071,0.7799999713897705,"\$100,000 or More","\$40,000 - \$49,999","\$40,000 - \$49,999","Under \$20,000"
1183,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$20,000 - \$29,999","\$40,000 - \$49,999"
1187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1188,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7799999713897705,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1191,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.949999988079071,0.6000000238418579,0.6000000238418579,"\$40,000 - \$49,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
1198,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1201,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.3000000119209289,0.8500000238418579,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1203,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1206,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.7799999713897705,0.8999999761581421,0.3000000119209289,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
1207,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,0.0,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1211,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8999999761581421,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1215,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0399999618530271,1.1100000143051147,1.3200000524520874,"\$90,000 - \$99,999","\$50,000 - \$59,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","Under \$20,000","\$20,000 - \$29,999"
1228,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$50,000 - \$59,999","Under \$20,000","\$25,000 - \$29,999","\$20,000 - \$29,999"
1230,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$80,000 - \$89,999","\$60,000 - \$69,999","Under \$20,000"
1234,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,0.6000000238418579,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1236,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3000000119209289,1.340000033378601,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1239,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.7799999713897705,0.8999999761581421,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1240,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.6000000238418579,0.0,0.0,0.3000000119209289,"\$50,000 - \$59,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$50,000 - \$59,999"
1241,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.8999999761581421,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
1242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
1247,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8999999761581421,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1252,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$25,000 - \$29,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1254,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,0.8999999761581421,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,0.0,0.3000000119209289,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
1257,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0,0.0,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1260,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$80,000 - \$89,999","\$40,000 - \$49,999","\$60,000 - \$69,999"
1272,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
1274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$40,000 - \$49,999"
1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.3000000119209289,0.4799999892711639,0.6000000238418579,"\$100,000 or More","Under \$20,000","\$60,000 - \$69,999","\$40,000 - \$49,999"
1276,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$25,000 - \$29,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.149999976158142,0.6000000238418579,0.0,"\$100,000 or More","\$40,000 - \$49,999","Under \$20,000","\$30,000 - \$39,999"
1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0800000429153442,0.0,0.0,"\$60,000 - \$69,999","\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1283,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1284,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,1.0399999618530271,0.7799999713897705,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1289,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0399999618530271,0.4799999892711639,0.7799999713897705,0.3000000119209289,"\$40,000 - \$49,999","Under \$20,000","Under \$20,000","\$25,000 - \$29,999"
1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.3000000119209289,0.0,"\$20,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000","Under \$20,000"
1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8500000238418579,0.3000000119209289,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1303,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.699999988079071,0.0,"\$50,000 - \$59,999","\$25,000 - \$29,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1310,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,1.1100000143051147,0.3000000119209289,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1315,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.4799999892711639,0.0,0.3000000119209289,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
